,2P,2P.1,2PA,3P,3P.1,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF,player_year,Player,Age,Tm,PER,TS%,3PAr,FTr,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,Signed,Dollars_Per_year
1304,1.5,0.456,3.2,0.0,0.0,0.1,1.7,0.6,2.7,1.5,0.44799999999999995,3.3,0.6,0.736,0.8,64,6,17.6,1.1,1.6,3.5,0.7,0.9,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dominic McGuire2012,Dominic McGuire,26,GSW,11.8,0.486,0.019,0.252,0.6,0.9,1.5,0.062,-2.2,1.7,-0.5,0.5,2012,2012,726351.0
945,0.9,0.32299999999999995,2.8,0.9,0.317,2.8,1.0,0.2,1.6,1.8,0.32,5.6,0.5,0.84,0.6,45,3,15.4,0.2,1.1,5.0,0.3,0.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daequan Cook2010,Daequan Cook,22,MIA,7.5,0.42200000000000004,0.498,0.099,-0.7,0.8,0.1,0.01,-3.1,-0.9,-3.9,-0.3,2010,2012,595608.0
946,0.3,0.519,0.6,1.5,0.42200000000000004,3.6,0.5,0.0,1.5,1.8,0.436,4.2,0.4,0.8,0.5,43,0,13.9,0.2,1.2,5.6,0.3,0.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daequan Cook2011,Daequan Cook,23,OKC,12.8,0.63,0.851,0.11,1.2,0.4,1.6,0.126,2.4,-2.5,-0.1,0.3,2011,2012,595608.0
947,0.5,0.441,1.2,1.4,0.34600000000000003,4.0,0.3,0.2,1.9,1.9,0.368,5.2,0.2,0.636,0.4,57,22,17.4,0.2,1.2,5.5,0.4,0.3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daequan Cook2012,Daequan Cook,24,OKC,9.2,0.509,0.77,0.07400000000000001,0.8,0.8,1.6,0.078,-0.1,-2.1,-2.2,-0.1,2012,2012,595608.0
772,3.6,0.46399999999999997,7.7,0.2,0.259,0.8,1.4,0.3,2.3,3.8,0.445,8.6,2.0,0.847,2.3,67,38,25.8,0.7,1.5,9.8,0.8,1.4,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chris Douglas-Roberts2010,Chris Douglas-Roberts,23,NJN,11.5,0.512,0.094,0.27399999999999997,-0.2,0.9,0.7,0.02,-2.9,-1.0,-3.9,-0.8,2010,2012,593678.0
773,2.3,0.449,5.2,0.3,0.326,1.0,1.1,0.3,1.8,2.7,0.429,6.2,1.7,0.831,2.0,44,12,20.1,0.2,1.7,7.3,0.7,0.8,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chris Douglas-Roberts2011,Chris Douglas-Roberts,24,MIL,11.5,0.517,0.168,0.326,0.4,1.3,1.6,0.08800000000000001,-2.9,0.5,-2.3,-0.1,2011,2012,593678.0
1582,1.1,0.484,2.4,0.5,0.35100000000000003,1.4,0.8,0.2,0.9,1.6,0.436,3.7,1.3,0.7,1.9,27,4,12.4,0.2,1.6,5.0,0.5,1.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Garrett Temple2010,Garrett Temple,23,TOT,10.5,0.5529999999999999,0.366,0.495,0.0,0.4,0.4,0.057,-2.1,-0.4,-2.5,0.0,2010,2012,572943.0
1583,0.4,0.32299999999999995,1.3,0.4,0.27,1.5,1.3,0.3,0.9,0.8,0.294,2.8,0.3,0.41200000000000003,0.7,24,0,9.6,0.0,1.0,2.4,0.5,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Garrett Temple2011,Garrett Temple,24,TOT,4.7,0.37799999999999995,0.544,0.25,-0.7,0.3,-0.4,-0.085,-5.3,0.3,-5.0,-0.2,2011,2012,572943.0
753,1.9,0.573,3.3,0.0,0.0,0.0,0.4,1.9,4.4,1.9,0.5660000000000001,3.3,2.2,0.695,3.1,76,0,22.3,1.9,2.3,5.9,0.6,0.8,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chris Andersen2010,Chris Andersen,31,DEN,15.8,0.631,0.012,0.94,3.2,2.7,5.9,0.166,-1.0,2.8,1.8,1.6,2010,2012,540872.0
754,1.8,0.603,3.0,0.0,0.0,0.0,0.4,1.3,3.2,1.8,0.599,3.0,1.9,0.637,3.0,45,0,16.3,1.7,1.8,5.6,0.5,0.6,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Andersen2011,Chris Andersen,32,DEN,19.0,0.636,0.006999999999999999,0.985,1.9,1.2,3.2,0.207,0.2,2.7,2.9,0.9,2011,2012,540872.0
755,1.8,0.546,3.4,0.0,0.0,0.0,0.2,1.4,3.1,1.8,0.546,3.4,1.6,0.61,2.6,32,1,15.2,1.5,1.6,5.3,0.6,0.5,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Andersen2012,Chris Andersen,33,DEN,18.9,0.583,0.0,0.759,1.0,0.8,1.9,0.183,-1.2,2.2,1.0,0.4,2012,2012,540872.0
3894,2.7,0.483,5.5,0.1,0.196,0.7,0.7,0.3,1.6,2.8,0.451,6.2,1.7,0.777,2.2,80,1,16.5,1.0,1.3,7.4,0.4,1.2,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sam Young2010,Sam Young,24,MEM,13.0,0.518,0.113,0.35200000000000004,0.6,0.7,1.2,0.044000000000000004,-2.0,-2.0,-4.0,-0.7,2010,2012,416527.0
3895,2.8,0.486,5.7,0.2,0.34,0.6,0.9,0.3,1.9,3.0,0.47200000000000003,6.3,1.1,0.767,1.5,78,46,20.2,0.5,1.5,7.3,0.9,0.8,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sam Young2011,Sam Young,25,MEM,12.5,0.525,0.10099999999999999,0.235,1.1,1.8,2.9,0.08800000000000001,-1.5,0.3,-1.3,0.3,2011,2012,416527.0
3896,1.1,0.364,3.1,0.1,0.294,0.5,0.4,0.2,1.2,1.3,0.354,3.6,0.5,0.731,0.7,35,2,10.7,0.6,0.7,3.3,0.5,0.5,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sam Young2012,Sam Young,26,TOT,9.7,0.41200000000000003,0.134,0.205,-0.3,0.6,0.2,0.03,-4.2,0.2,-4.0,-0.2,2012,2012,416527.0
2569,1.3,0.419,3.2,1.1,0.376,3.0,2.5,0.0,0.9,2.4,0.39799999999999996,6.1,0.9,0.77,1.2,53,8,18.3,0.2,1.5,6.9,0.6,1.1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Keyon Dooling2010,Keyon Dooling,29,NJN,11.6,0.519,0.485,0.188,0.4,0.3,0.7,0.035,-0.5,-3.5,-4.0,-0.5,2010,2012,119310.0
2570,1.6,0.439,3.6,1.0,0.34600000000000003,2.9,3.0,0.1,1.3,2.6,0.397,6.5,1.0,0.83,1.2,80,22,22.0,0.2,1.5,7.1,0.7,1.1,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Keyon Dooling2011,Keyon Dooling,30,MIL,11.3,0.509,0.451,0.18100000000000002,0.8,2.1,2.9,0.08,-1.0,-1.0,-2.0,0.0,2011,2012,119310.0
2571,0.8,0.47600000000000003,1.8,0.6,0.33299999999999996,1.8,1.1,0.0,0.8,1.4,0.405,3.5,0.5,0.742,0.7,46,2,14.4,0.1,1.2,4.0,0.3,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Keyon Dooling2012,Keyon Dooling,31,BOS,6.9,0.515,0.49700000000000005,0.19,-0.2,0.8,0.6,0.042,-2.5,-0.9,-3.4,-0.3,2012,2012,119310.0
1302,0.4,0.365,1.0,0.0,0.0,0.0,0.2,0.1,1.1,0.4,0.365,1.0,0.0,0.0,0.1,51,2,6.0,0.5,0.7,0.7,0.1,0.3,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dominic McGuire2010,Dominic McGuire,24,TOT,3.8,0.345,0.0,0.135,-0.5,0.3,-0.2,-0.038,-6.4,0.1,-6.2,-0.3,2010,2012,5839.2
1303,1.4,0.4,3.5,0.0,0.0,0.0,0.8,0.6,2.6,1.4,0.396,3.5,0.6,0.769,0.8,52,8,14.6,1.2,1.8,3.3,0.2,0.5,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dominic McGuire2011,Dominic McGuire,25,CHA,10.4,0.43700000000000006,0.011000000000000001,0.214,0.1,0.9,0.9,0.059000000000000004,-3.7,1.2,-2.4,-0.1,2011,2012,5839.2
1304,1.5,0.456,3.2,0.0,0.0,0.1,1.7,0.6,2.7,1.5,0.44799999999999995,3.3,0.6,0.736,0.8,64,6,17.6,1.1,1.6,3.5,0.7,0.9,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dominic McGuire2012,Dominic McGuire,26,GSW,11.8,0.486,0.019,0.252,0.6,0.9,1.5,0.062,-2.2,1.7,-0.5,0.5,2012,2012,5839.2
1302,0.4,0.365,1.0,0.0,0.0,0.0,0.2,0.1,1.1,0.4,0.365,1.0,0.0,0.0,0.1,51,2,6.0,0.5,0.7,0.7,0.1,0.3,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dominic McGuire2010,Dominic McGuire,24,TOT,3.8,0.345,0.0,0.135,-0.5,0.3,-0.2,-0.038,-6.4,0.1,-6.2,-0.3,2010,2012,5839.2
1303,1.4,0.4,3.5,0.0,0.0,0.0,0.8,0.6,2.6,1.4,0.396,3.5,0.6,0.769,0.8,52,8,14.6,1.2,1.8,3.3,0.2,0.5,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dominic McGuire2011,Dominic McGuire,25,CHA,10.4,0.43700000000000006,0.011000000000000001,0.214,0.1,0.9,0.9,0.059000000000000004,-3.7,1.2,-2.4,-0.1,2011,2012,5839.2
1304,1.5,0.456,3.2,0.0,0.0,0.1,1.7,0.6,2.7,1.5,0.44799999999999995,3.3,0.6,0.736,0.8,64,6,17.6,1.1,1.6,3.5,0.7,0.9,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dominic McGuire2012,Dominic McGuire,26,GSW,11.8,0.486,0.019,0.252,0.6,0.9,1.5,0.062,-2.2,1.7,-0.5,0.5,2012,2012,5839.2
242,1.0,0.40399999999999997,2.5,0.7,0.373,1.9,0.5,0.0,0.7,1.7,0.391,4.4,0.3,0.917,0.3,40,0,10.5,0.1,0.8,4.4,0.1,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Andrew Goudelock2012,Andrew Goudelock,23,LAL,8.4,0.488,0.431,0.069,0.0,0.1,0.1,0.011000000000000001,-2.2,-3.8,-6.0,-0.5,2012,2012,17934.0
3528,1.3,0.493,2.7,1.9,0.397,4.7,1.2,0.2,4.1,3.2,0.431,7.4,0.7,0.732,0.9,76,75,27.4,0.8,2.2,8.9,0.9,0.8,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Quentin Richardson2010,Quentin Richardson,29,MIA,12.9,0.5720000000000001,0.638,0.127,2.7,3.1,5.8,0.133,1.1,0.9,2.0,2.1,2010,2012,15908.0
3529,0.8,0.413,1.9,0.7,0.28800000000000003,2.6,0.7,0.1,2.4,1.5,0.341,4.5,0.6,0.75,0.8,57,19,16.8,0.7,1.3,4.4,0.4,0.6,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Quentin Richardson2011,Quentin Richardson,30,ORL,8.1,0.45399999999999996,0.573,0.17300000000000001,-0.2,1.5,1.3,0.067,-2.0,0.8,-1.2,0.2,2011,2012,15908.0
3530,0.7,0.42100000000000004,1.6,0.9,0.34700000000000003,2.5,0.8,0.1,2.3,1.5,0.376,4.1,0.5,0.833,0.6,48,3,18.0,0.3,1.5,4.5,0.6,0.6,2.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Quentin Richardson2012,Quentin Richardson,31,ORL,8.7,0.511,0.614,0.152,0.4,0.9,1.3,0.07,-1.4,0.2,-1.1,0.2,2012,2012,15908.0
4322,2.5,0.439,5.7,0.5,0.25,2.1,3.3,0.5,2.4,3.0,0.387,7.8,1.6,0.746,2.1,30,24,22.4,0.7,1.3,8.2,0.5,1.5,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tracy McGrady2010,Tracy McGrady,30,TOT,12.2,0.466,0.272,0.268,0.0,0.3,0.3,0.018000000000000002,-1.9,-1.2,-3.1,-0.2,2010,2012,15908.0
4323,2.7,0.462,5.9,0.4,0.341,1.2,3.5,0.5,2.8,3.2,0.442,7.1,1.3,0.698,1.8,72,39,23.4,0.7,1.4,8.0,0.9,1.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tracy McGrady2011,Tracy McGrady,31,DET,14.9,0.503,0.171,0.251,1.0,1.1,2.1,0.061,-0.4,0.0,-0.4,0.7,2011,2012,15908.0
4324,1.7,0.434,3.8,0.3,0.455,0.6,2.1,0.3,2.5,1.9,0.43700000000000006,4.4,1.1,0.675,1.6,52,0,16.1,0.4,0.7,5.3,0.3,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tracy McGrady2012,Tracy McGrady,32,ATL,13.6,0.51,0.14300000000000002,0.359,0.5,1.1,1.6,0.094,-2.1,0.5,-1.6,0.1,2012,2012,15908.0
3185,1.6,0.502,3.1,1.5,0.379,4.1,0.7,0.4,2.3,3.1,0.43200000000000005,7.2,0.9,0.633,1.5,75,24,22.5,0.5,1.8,8.7,0.7,0.9,2.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mickael Pietrus2010,Mickael Pietrus,27,ORL,11.9,0.555,0.568,0.20199999999999999,1.2,2.5,3.6,0.10300000000000001,0.2,0.6,0.8,1.2,2010,2012,0.0
3186,1.0,0.45,2.3,1.5,0.36,4.1,0.6,0.4,1.9,2.5,0.392,6.4,0.7,0.684,1.0,57,4,19.4,0.3,1.8,7.2,0.5,0.7,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mickael Pietrus2011,Mickael Pietrus,28,TOT,9.8,0.526,0.647,0.156,0.3,1.0,1.3,0.055,-0.5,-0.7,-1.2,0.2,2011,2012,0.0
3187,1.0,0.489,2.1,1.5,0.335,4.3,0.6,0.2,2.7,2.5,0.385,6.4,0.5,0.645,0.7,42,6,21.9,0.4,1.9,6.9,0.5,0.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mickael Pietrus2012,Mickael Pietrus,29,BOS,8.5,0.509,0.674,0.115,-0.2,1.4,1.2,0.063,-1.2,0.0,-1.3,0.2,2012,2012,0.0
3256,2.3,0.6,3.9,0.0,0.0,0.0,1.6,0.6,1.9,2.3,0.6,3.9,0.3,0.636,0.5,23,20,17.7,1.1,2.6,5.0,0.2,0.9,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mikki Moore2010,Mikki Moore,34,GSW,11.2,0.606,0.0,0.122,0.5,0.1,0.6,0.071,-1.4,-0.5,-1.9,0.0,2010,2012,0.0
3257,1.3,0.45,2.9,0.0,0.0,0.0,0.7,0.4,2.1,1.3,0.45,2.9,0.9,0.857,1.0,7,0,16.9,1.0,3.4,3.4,0.4,1.0,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mikki Moore2012,Mikki Moore,36,GSW,6.3,0.52,0.0,0.35,0.0,0.1,0.1,0.022000000000000002,-3.8,0.0,-3.8,-0.1,2012,2012,0.0
930,1.5,0.375,4.0,1.0,0.5,2.0,1.5,0.0,3.0,2.5,0.41700000000000004,6.0,0.0,0.0,1.0,2,0,29.5,0.5,3.5,6.0,1.0,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D.J. Kennedy2012,D.J. Kennedy,22,CLE,4.7,0.466,0.33299999999999996,0.16699999999999998,0.0,0.0,0.0,-0.023,-4.2,-1.1,-5.3,-0.1,2012,2012,0.0
2509,4.7,0.465,10.2,0.1,0.276,0.5,1.9,1.1,7.0,4.9,0.456,10.7,1.6,0.557,2.9,58,58,34.2,2.4,3.2,11.5,1.2,1.6,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kenyon Martin2010,Kenyon Martin,32,DEN,13.4,0.48100000000000004,0.047,0.26899999999999996,0.4,2.8,3.3,0.079,-1.7,2.0,0.3,1.2,2010,2012,0.0
2510,3.8,0.518,7.4,0.0,0.222,0.2,2.3,0.7,4.8,3.9,0.511,7.5,0.9,0.583,1.5,48,48,25.7,1.4,2.8,8.6,0.9,1.2,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kenyon Martin2011,Kenyon Martin,33,DEN,14.1,0.526,0.025,0.19899999999999998,1.0,1.6,2.7,0.10400000000000001,-0.7,2.4,1.7,1.2,2011,2012,0.0
2511,2.2,0.45399999999999996,4.9,0.1,0.231,0.3,0.4,1.0,3.1,2.3,0.441,5.2,0.5,0.37,1.3,42,0,22.4,1.2,2.5,5.2,1.0,0.8,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kenyon Martin2012,Kenyon Martin,34,LAC,9.9,0.445,0.059000000000000004,0.245,-0.3,1.2,0.9,0.048,-3.7,2.2,-1.5,0.2,2012,2012,0.0
3225,1.0,0.28600000000000003,3.5,0.5,0.33299999999999996,1.5,1.3,0.0,0.5,1.5,0.3,5.0,1.0,0.5,2.0,4,0,11.5,0.3,0.8,4.5,0.8,1.3,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mike James2010,Mike James,34,WAS,5.5,0.38299999999999995,0.3,0.4,-0.2,0.0,-0.1,-0.14,-5.3,-2.2,-7.4,-0.1,2010,2012,0.0
3226,1.3,0.359,3.5,0.5,0.6,0.9,2.6,0.2,0.7,1.8,0.408,4.5,0.6,0.875,0.7,11,0,10.9,0.2,1.8,4.8,0.4,1.3,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mike James2012,Mike James,36,CHI,13.7,0.505,0.204,0.163,0.1,0.2,0.3,0.111,-0.7,-1.8,-2.5,0.0,2012,2012,0.0
974,1.8,0.46,4.0,0.0,0.0,0.1,0.8,0.5,2.7,1.8,0.447,4.1,0.7,0.643,1.1,25,9,16.1,0.7,1.4,4.4,0.6,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Damion James2011,Damion James,23,NJN,10.1,0.47700000000000004,0.028999999999999998,0.272,-0.4,0.5,0.1,0.015,-4.7,1.4,-3.3,-0.1,2011,2012,0.0
975,1.9,0.382,4.9,0.0,0.0,0.1,0.4,1.0,3.7,1.9,0.371,5.0,1.1,0.667,1.7,7,7,24.3,1.0,2.4,4.9,1.0,1.7,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Damion James2012,Damion James,24,NJN,6.1,0.42200000000000004,0.028999999999999998,0.34299999999999997,-0.3,0.1,-0.2,-0.043,-6.8,0.9,-5.9,-0.2,2012,2012,0.0
3225,1.0,0.28600000000000003,3.5,0.5,0.33299999999999996,1.5,1.3,0.0,0.5,1.5,0.3,5.0,1.0,0.5,2.0,4,0,11.5,0.3,0.8,4.5,0.8,1.3,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mike James2010,Mike James,34,WAS,5.5,0.38299999999999995,0.3,0.4,-0.2,0.0,-0.1,-0.14,-5.3,-2.2,-7.4,-0.1,2010,2012,0.0
3226,1.3,0.359,3.5,0.5,0.6,0.9,2.6,0.2,0.7,1.8,0.408,4.5,0.6,0.875,0.7,11,0,10.9,0.2,1.8,4.8,0.4,1.3,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mike James2012,Mike James,36,CHI,13.7,0.505,0.204,0.163,0.1,0.2,0.3,0.111,-0.7,-1.8,-2.5,0.0,2012,2012,0.0
2726,0.9,0.40399999999999997,2.2,0.4,0.28300000000000003,1.4,0.7,0.2,1.1,1.3,0.35700000000000004,3.7,0.8,0.7859999999999999,1.0,42,0,10.0,0.5,1.0,3.8,0.3,0.5,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lazar Hayward2011,Lazar Hayward,24,MIN,10.8,0.46399999999999997,0.39,0.273,0.1,0.2,0.3,0.035,-1.5,-1.8,-3.4,-0.1,2011,2012,0.0
2727,0.3,0.375,0.9,0.2,0.28600000000000003,0.5,0.2,0.0,0.5,0.5,0.342,1.5,0.3,0.583,0.5,26,0,5.4,0.1,0.7,1.4,0.1,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lazar Hayward2012,Lazar Hayward,25,OKC,3.1,0.42700000000000005,0.368,0.316,-0.2,0.1,-0.1,-0.04,-5.1,-2.1,-7.2,-0.2,2012,2012,0.0
3217,0.8,0.379,2.2,0.0,0.0,0.1,0.2,0.1,1.1,0.8,0.36700000000000005,2.3,0.5,0.636,0.8,13,0,7.4,0.8,1.1,2.2,0.4,0.7,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mike Harris2010,Mike Harris,26,TOT,7.2,0.41600000000000004,0.033,0.36700000000000005,-0.2,0.1,-0.1,-0.037000000000000005,-6.3,-0.3,-6.6,-0.1,2010,2012,0.0
3218,0.8,0.5,1.5,0.0,0.0,0.0,0.3,0.3,0.8,0.8,0.5,1.5,0.5,0.5,1.0,4,0,4.0,0.5,0.5,2.0,0.0,0.3,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mike Harris2011,Mike Harris,27,HOU,17.9,0.515,0.0,0.667,0.0,0.0,0.0,0.102,-2.1,-1.1,-3.2,0.0,2011,2012,0.0
901,0.8,0.42100000000000004,1.9,0.3,0.231,1.3,1.0,0.0,0.9,1.1,0.344,3.2,1.0,0.667,1.5,10,0,9.5,0.6,0.5,3.5,0.3,1.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Courtney Fortson2012,Courtney Fortson,23,TOT,9.9,0.45299999999999996,0.406,0.469,-0.1,0.1,0.0,-0.019,-2.2,-1.7,-3.9,-0.1,2012,2012,0.0
2670,1.1,0.5529999999999999,1.9,0.0,0.0,0.0,0.3,0.4,1.2,1.1,0.547,1.9,0.5,0.42100000000000004,1.2,49,5,8.3,0.7,1.6,2.6,0.1,0.5,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kyrylo Fesenko2010,Kyrylo Fesenko,23,UTA,9.7,0.5329999999999999,0.011000000000000001,0.6,0.1,0.5,0.6,0.07,-3.3,0.6,-2.6,-0.1,2010,2012,0.0
2671,0.8,0.444,1.9,0.0,0.0,0.0,0.3,0.3,1.4,0.8,0.44,1.9,0.3,0.391,0.9,53,1,8.6,0.6,1.7,2.0,0.1,0.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kyrylo Fesenko2011,Kyrylo Fesenko,24,UTA,5.8,0.441,0.01,0.46,-0.4,0.3,-0.1,-0.011000000000000001,-5.2,-0.8,-6.0,-0.5,2011,2012,0.0
2672,0.7,0.4,1.7,0.0,0.0,0.0,0.3,0.0,2.3,0.7,0.4,1.7,1.3,0.667,2.0,3,0,5.7,0.7,0.7,2.7,0.7,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kyrylo Fesenko2012,Kyrylo Fesenko,25,IND,29.8,0.524,0.0,1.2,0.1,0.1,0.1,0.374,1.8,2.3,4.0,0.0,2012,2012,0.0
3302,0.6,0.231,2.6,0.8,0.364,2.2,1.4,0.2,1.0,1.4,0.292,4.8,0.0,,0.0,5,3,19.0,0.0,1.6,3.6,0.4,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mychel Thompson2012,Mychel Thompson,23,CLE,2.2,0.375,0.45799999999999996,0.0,-0.2,0.0,-0.2,-0.079,-5.5,-2.3,-7.8,-0.2,2012,2012,0.0
998,1.2,0.43799999999999994,2.8,0.0,0.0,0.0,0.4,0.4,1.7,1.2,0.43799999999999994,2.8,0.3,0.4,0.8,32,6,9.8,1.2,2.0,2.8,0.3,0.5,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Gadzuric2010,Dan Gadzuric,31,MIL,10.5,0.44,0.0,0.281,-0.1,0.6,0.5,0.077,-4.2,2.1,-2.1,0.0,2010,2012,0.0
999,1.3,0.42200000000000004,3.0,0.0,0.0,0.0,0.3,0.7,1.5,1.3,0.419,3.1,0.2,0.37,0.6,42,9,11.0,1.7,2.2,2.8,0.3,0.7,3.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Gadzuric2011,Dan Gadzuric,32,TOT,9.9,0.419,0.008,0.209,-0.3,0.4,0.1,0.013999999999999999,-4.2,0.7,-3.5,-0.2,2011,2012,0.0
1000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,6.5,0.5,2.0,0.0,0.5,0.5,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Gadzuric2012,Dan Gadzuric,33,NYK,-4.3,0.0,0.0,1.0,-0.1,0.0,0.0,-0.16899999999999998,-15.5,2.6,-12.9,0.0,2012,2012,0.0
4552,1.5,0.33299999999999996,4.5,0.5,0.16699999999999998,3.0,1.5,0.0,1.0,2.0,0.267,7.5,1.0,0.667,1.5,2,0,19.5,1.0,2.5,5.5,0.0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Xavier Silas2012,Xavier Silas,24,PHI,0.1,0.337,0.4,0.2,-0.1,0.0,-0.1,-0.131,-6.0,-2.9,-8.9,-0.1,2012,2012,0.0
580,0.3,0.361,0.7,0.3,0.327,0.9,0.5,0.1,0.8,0.6,0.341,1.6,0.1,0.667,0.1,52,3,9.1,0.2,1.1,1.5,0.2,0.3,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brian Scalabrine2010,Brian Scalabrine,31,BOS,3.6,0.445,0.5760000000000001,0.071,-0.3,0.5,0.2,0.019,-3.5,0.0,-3.5,-0.2,2010,2012,0.0
581,0.6,0.7140000000000001,0.8,0.0,0.0,0.3,0.3,0.2,0.4,0.6,0.526,1.1,0.0,,0.0,18,0,4.9,0.1,1.0,1.1,0.2,0.3,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brian Scalabrine2011,Brian Scalabrine,32,CHI,6.5,0.526,0.263,0.0,0.0,0.2,0.1,0.071,-4.3,2.0,-2.3,0.0,2011,2012,0.0
