,2P,2P.1,2PA,3P,3P.1,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,STL,TOV,TRB,Year,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF
1432,2.1,0.457,4.6,1.8,0.356,5,2.4,34,0.4,3.3,3.9,0.404,9.6,2.2,0.781,2.9,75,75,32.5,0.5,2.7,11.8,Eddie Jones,1.7,1.2,3.7,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1433,1.6,0.5,3.1,1.2,0.351,3.5,1.7,35,0.2,2.5,2.8,0.422,6.6,0.9,0.787,1.2,64,41,24.9,0.5,1.9,7.7,Eddie Jones,1.1,0.7,3,2007.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1434,0.7,0.5,1.4,0.7,0.293,2.5,1.5,36,0.2,2.4,1.4,0.367,3.8,0.2,0.714,0.3,47,33,19.6,0.4,1.5,3.7,Eddie Jones,0.6,0.6,2.8,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1435,6.2,0.538,11.6,0,0.0,0,0.6,22,0.9,3.5,6.2,0.538,11.6,3.6,0.72,5,63,60,28.7,1.8,3.2,16.1,Eddy Curry,0.3,2.6,5.4,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,4.7,0.563,8.3,0,0.0,0,0.3,23,0.8,4,4.7,0.563,8.3,4.3,0.632,6.8,72,69,25.9,2,3.3,13.6,Eddy Curry,0.4,2.5,6,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,7.2,0.575,12.5,0,1.0,0,0.8,24,0.5,4.6,7.2,0.576,12.5,5,0.615,8.1,81,81,35.2,2.4,3.3,19.5,Eddy Curry,0.4,3.6,7,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,5,0.546,9.2,0,0.0,0,0.5,25,0.5,2.8,5,0.546,9.2,3.2,0.623,5.1,59,58,25.9,1.9,2.7,13.2,Eddy Curry,0.2,2.1,4.7,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,0.7,1,0.7,0,0.0,0,0,26,0,1.3,0.7,1,0.7,0.3,0.333,1,3,0,4,0,1.7,1.7,Eddy Curry,0,0.7,1.3,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,1.1,0.381,3,0,0.0,0,0,27,0.1,1.3,1.1,0.381,3,1.4,0.588,2.4,7,0,8.9,0.6,1.9,3.7,Eddy Curry,0,1.9,1.9,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,0.9,0.462,1.9,0,0.0,0,0.1,29,0.1,0.6,0.9,0.462,1.9,0.4,0.75,0.6,14,1,5.9,0.3,1.2,2.1,Eddy Curry,0,0.7,0.9,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,2,0.5,4,0,0.0,0,0,30,0,1,2,0.5,4,0.5,0.25,2,2,0,12.5,1,3.5,4.5,Eddy Curry,0,1.5,2,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,2,0.462,4.4,0.1,0.286,0.3,1,28,0.4,2.1,2.1,0.45,4.7,0.9,0.637,1.3,68,4,17.4,1.5,2.2,5.2,Eduardo Najera,0.6,0.9,3.6,2005.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1444,1.9,0.426,4.5,0.1,0.333,0.2,0.8,29,0.5,3.1,2,0.422,4.7,1.4,0.781,1.8,64,3,22.6,2,2.6,5.4,Eduardo Najera,0.8,0.8,5.1,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1445,2.7,0.594,4.6,0,0.083,0.2,0.9,30,0.3,2.4,2.7,0.576,4.7,1.2,0.715,1.6,75,36,22.1,1.7,2.8,6.6,Eduardo Najera,1,0.7,4.1,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1446,1.6,0.548,2.8,0.7,0.361,1.9,1.2,31,0.5,2.9,2.2,0.473,4.7,0.8,0.708,1.1,78,3,21.3,1.4,2.6,5.9,Eduardo Najera,0.9,0.8,4.3,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1447,1,0.571,1.8,0.2,0.2,0.9,0.7,32,0.1,1.9,1.2,0.446,2.7,0.3,0.364,0.8,27,0,11.8,0.6,1.9,2.9,Eduardo Najera,0.4,0.7,2.5,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1448,0.9,0.524,1.8,0.4,0.297,1.4,0.6,33,0.3,1.8,1.3,0.425,3.2,0.3,0.583,0.5,46,5,14.9,0.7,2,3.4,Eduardo Najera,0.6,0.5,2.5,2010.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1449,0.5,0.395,1.2,0.4,0.324,1.1,0.6,34,0.2,1,0.8,0.361,2.3,0.2,0.545,0.4,31,0,12,0.5,1.7,2.2,Eduardo Najera,0.4,0.4,1.4,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1450,0.7,0.457,1.6,0.4,0.276,1.3,0.5,35,0.2,1.8,1.1,0.375,2.9,0.1,0.5,0.2,22,0,12.3,0.5,1.8,2.6,Eduardo Najera,0.9,0.3,2.3,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1451,1,0.308,3.3,0.3,0.2,1.3,0.3,25,0.3,2,1.3,0.278,4.5,0.8,1,0.8,4,0,13,0.5,0.3,3.5,Edwin Ubiles,0.3,0.3,2.5,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1452,1.7,0.437,3.8,0,0.0,0,0.7,23,1.5,1.7,1.7,0.437,3.8,0.7,0.656,1.1,58,18,17.8,1.4,2.5,4.1,Ekpe Udoh,0.4,0.8,3.1,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,2.1,0.433,4.8,0,0.0,0,0.9,24,1.7,2.5,2.1,0.431,4.8,1.4,0.754,1.9,61,11,21.1,1.6,2.9,5.6,Ekpe Udoh,0.7,0.9,4.2,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,1.5,0.437,3.5,0,0.0,0,0.6,25,1.1,1.8,1.5,0.435,3.5,1.2,0.748,1.6,76,9,17.3,1.5,1.8,4.3,Ekpe Udoh,0.5,0.6,3.3,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,1.4,0.399,3.4,0,0.0,0,0.7,26,1,2.1,1.4,0.399,3.4,0.7,0.638,1.1,42,14,19.1,1.5,2.3,3.4,Ekpe Udoh,0.4,0.9,3.5,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1456,1,0.322,3,0,0.0,0.1,0.5,36,0.2,1.6,1,0.317,3.1,1.1,0.764,1.4,40,1,9.8,0.7,1.4,3,Elden Campbell,0.2,0.7,2.3,2005.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,0,0,0.5,0,0.0,0,0.5,24,0,0,0,0,0.5,0,,0,2,0,5.5,0.5,0,0,Elias Harris,0.5,0,0.5,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1458,1.2,0.617,2,0.3,0.296,1.1,0.3,22,0.1,0.5,1.5,0.5,3.1,0.3,0.333,0.8,24,0,6.2,0.3,0.8,3.7,Elliot Williams,0.3,0.2,0.8,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1459,1.5,0.486,3.2,0.6,0.296,1.9,1.1,24,0,1.5,2.1,0.415,5,1.3,0.731,1.8,67,2,17.3,0.4,1.9,6,Elliot Williams,0.5,1,1.9,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1460,7.8,0.504,15.4,0,0.0,0,2.6,25,2.1,5.9,7.8,0.503,15.4,4.5,0.752,6,81,81,37,3.7,3,20,Elton Brand,0.8,2.3,9.5,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1461,9.6,0.527,18.1,0,0.333,0,2.6,26,2.5,7,9.6,0.527,18.2,5.6,0.775,7.2,79,79,39.2,3,2.9,24.7,Elton Brand,1,2.2,10,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1462,8.1,0.532,15.1,0,1.0,0,2.9,27,2.2,6,8.1,0.533,15.1,4.4,0.761,5.8,80,80,38.5,3.4,3,20.5,Elton Brand,1,2.5,9.3,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1463,6.5,0.456,14.3,0,0.0,0,2,28,1.9,5.4,6.5,0.456,14.3,4.6,0.787,5.9,8,6,34.3,2.6,2.6,17.6,Elton Brand,0.4,2.1,8,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1464,5.6,0.447,12.6,0,0.0,0,1.3,29,1.6,6.1,5.6,0.447,12.6,2.5,0.676,3.7,29,23,31.7,2.7,2.7,13.8,Elton Brand,0.6,2.3,8.8,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1465,5.4,0.481,11.3,0,0.0,0,1.4,30,1.1,3.7,5.4,0.48,11.3,2.3,0.738,3.1,76,57,30.2,2.4,3.1,13.1,Elton Brand,1.1,1.7,6.1,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1466,6.2,0.512,12.1,0,0.0,0,1.5,31,1.3,5.4,6.2,0.512,12.1,2.6,0.78,3.4,81,81,34.7,2.9,3,15,Elton Brand,1.1,1.2,8.3,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1467,4.8,0.495,9.7,0,0.0,0,1.6,32,1.6,4.7,4.8,0.494,9.7,1.4,0.733,1.9,60,60,28.9,2.4,2.9,11,Elton Brand,1,1.1,7.2,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,3.1,0.474,6.6,0,0.0,0,1,33,1.3,4.2,3.1,0.473,6.6,0.9,0.71,1.3,72,18,21.2,1.8,2.7,7.2,Elton Brand,0.7,0.8,6,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,2.5,0.542,4.5,0,0.0,0,1,34,1.2,3.6,2.5,0.539,4.5,0.8,0.649,1.3,73,15,19.4,1.3,2.6,5.7,Elton Brand,0.5,0.8,4.9,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1470,6.1,0.447,13.7,0,0.0,0,0.9,22,1.7,7.1,6.1,0.447,13.7,2.9,0.609,4.7,73,73,35.6,3.8,2.9,15.1,Emeka Okafor,0.8,1.7,10.9,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1471,5,0.415,12.2,0,0.0,0,1.2,23,1.9,6.4,5,0.415,12.2,3.2,0.656,4.8,26,25,33.6,3.6,3.4,13.2,Emeka Okafor,0.8,2,10,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1472,5.9,0.532,11,0,0.0,0,1.2,24,2.6,7.4,5.9,0.532,11,2.6,0.593,4.4,67,65,34.8,3.9,3.1,14.4,Emeka Okafor,0.9,1.7,11.3,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,5.6,0.535,10.5,0,0.0,0,0.9,25,1.7,7.6,5.6,0.535,10.5,2.6,0.57,4.6,82,82,33.1,3.1,2.9,13.8,Emeka Okafor,0.8,2,10.7,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,5.3,0.561,9.4,0,0.0,0,0.6,26,1.7,6.7,5.3,0.561,9.4,2.7,0.593,4.5,82,81,32.8,3.4,3,13.2,Emeka Okafor,0.6,1.8,10.1,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,4.2,0.53,8,0,0.0,0,0.7,27,1.5,6,4.2,0.53,8,1.9,0.562,3.3,82,82,28.9,3.1,2.7,10.4,Emeka Okafor,0.7,1.4,9,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,4.2,0.574,7.3,0,0.0,0,0.6,28,1.8,6.3,4.2,0.573,7.3,2,0.562,3.6,72,72,31.8,3.2,3.2,10.3,Emeka Okafor,0.6,1.7,9.5,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,4.2,0.533,7.9,0,0.0,0,0.9,29,1,5.3,4.2,0.533,7.9,1.4,0.514,2.7,27,27,28.9,2.6,2.7,9.9,Emeka Okafor,0.6,1.4,7.9,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,4.2,0.477,8.7,0,0.0,0,1.2,30,1,6.2,4.2,0.477,8.7,1.4,0.571,2.4,79,77,26,2.5,1.8,9.7,Emeka Okafor,0.6,1.4,8.8,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,1.8,0.498,3.6,0,0.0,0,0.1,19,0.3,2.6,1.8,0.496,3.6,1.1,0.667,1.6,66,0,13.2,1.6,1.3,4.6,Enes Kanter,0.3,0.8,4.2,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,2.9,0.542,5.4,0,1.0,0,0.4,20,0.5,2.4,2.9,0.544,5.4,1.3,0.795,1.7,70,2,15.4,1.9,1.7,7.2,Enes Kanter,0.4,1.4,4.3,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,5.2,0.492,10.7,0,0.0,0,0.9,21,0.5,4.7,5.2,0.491,10.7,1.9,0.73,2.6,80,37,26.7,2.8,2.9,12.3,Enes Kanter,0.4,1.8,7.5,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,2.1,0.47,4.6,0.4,0.276,1.4,3.6,21,0.3,1.9,2.5,0.424,6,1.2,0.744,1.6,81,25,22.7,0.8,1.6,6.7,Eric Bledsoe,1.1,2.4,2.8,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1483,1.1,0.448,2.4,0.2,0.2,0.8,1.7,22,0.4,1.1,1.2,0.389,3.2,0.7,0.636,1.1,40,1,11.6,0.6,1.5,3.3,Eric Bledsoe,0.8,1.2,1.6,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1484,2.9,0.453,6.4,0.4,0.397,1,3.1,23,0.7,1.9,3.3,0.445,7.5,1.4,0.791,1.8,76,12,20.4,1,1.5,8.5,Eric Bledsoe,1.4,1.8,3,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1485,5,0.517,9.7,1.2,0.357,3.3,5.5,24,0.3,4.1,6.2,0.477,12.9,4.3,0.772,5.5,43,40,32.9,0.6,2.3,17.7,Eric Bledsoe,1.6,3.3,4.7,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1486,1.8,0.583,3,0,0.0,0,0,27,0.5,1.3,1.8,0.583,3,0.3,0.5,0.5,4,0,9.8,1.3,1.5,3.8,Eric Dawson,0.3,0.8,2.5,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,3.6,0.496,7.2,1.7,0.389,4.3,2.8,20,0.4,2,5.3,0.456,11.6,3.8,0.854,4.5,78,65,34.3,0.6,2.2,16.1,Eric Gordon,1,2.1,2.6,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1488,3.8,0.503,7.5,1.9,0.371,5.2,3,21,0.2,2.2,5.7,0.449,12.6,3.6,0.742,4.8,62,60,36,0.4,1.5,16.9,Eric Gordon,1.1,2.3,2.6,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1489,5.7,0.488,11.8,1.9,0.364,5.2,4.4,22,0.3,2.1,7.6,0.45,16.9,5.1,0.825,6.2,56,56,37.7,0.8,2.1,22.3,Eric Gordon,1.3,2.7,2.9,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1490,5.9,0.53,11.1,1.1,0.25,4.4,3.4,23,0.4,2.6,7,0.45,15.6,5.4,0.754,7.2,9,9,34.4,0.2,2.2,20.6,Eric Gordon,1.4,2.7,2.8,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1491,4.3,0.436,9.8,1.3,0.324,4.1,3.3,24,0.2,1.6,5.6,0.402,13.9,4.5,0.842,5.3,42,40,30.1,0.2,1.8,17,Eric Gordon,1.1,2.8,1.8,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1492,4,0.456,8.7,1.6,0.391,4,3.3,25,0.2,2.1,5.6,0.436,12.8,2.7,0.785,3.5,64,64,32.1,0.5,1.8,15.4,Eric Gordon,1.2,2.1,2.6,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1493,1.6,0.444,3.7,0.3,0.31,0.9,3.3,22,0.1,1.3,1.9,0.418,4.5,0.6,0.722,0.9,81,2,15.7,0.3,1.4,4.7,Eric Maynor,0.5,1,1.6,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1494,1.2,0.409,2.9,0.5,0.385,1.2,2.9,23,0.1,1.2,1.6,0.402,4.1,0.5,0.729,0.7,82,0,14.6,0.3,1.2,4.2,Eric Maynor,0.4,0.9,1.5,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1495,0.9,0.364,2.4,0.7,0.353,1.9,2.4,24,0,1.1,1.6,0.359,4.3,0.4,1,0.4,9,0,15.2,0.3,1.4,4.2,Eric Maynor,0.6,1.2,1.4,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1496,1.1,0.389,2.9,0.5,0.354,1.5,2.8,25,0,0.6,1.7,0.377,4.4,0.7,0.726,1,64,0,15,0.1,0.9,4.5,Eric Maynor,0.3,1.2,0.7,2013.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1497,0.6,0.313,2.1,0.4,0.324,1.2,1.7,26,0.1,1,1,0.317,3.3,0.2,0.545,0.4,31,0,10.5,0.3,0.5,2.6,Eric Maynor,0.3,0.9,1.3,2014.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1498,0.8,0.435,1.8,0.8,0.425,2,0.8,34,0,0.9,1.6,0.43,3.8,0.7,0.804,0.8,68,11,12.4,0.2,1,4.8,Eric Piatkowski,0.4,0.5,1.2,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1499,0.5,0.536,1,0.3,0.273,1.1,0.4,35,0,0.7,0.8,0.393,2.1,0.1,0.4,0.2,29,1,7.9,0.1,0.7,2,Eric Piatkowski,0.2,0.4,0.8,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1500,0.2,0.286,0.6,0.6,0.389,1.6,0.4,36,0.1,0.6,0.8,0.36,2.3,0.2,1,0.2,11,0,6.6,0.2,0.5,2.5,Eric Piatkowski,0,0.5,0.8,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1501,0.1,0.143,0.4,0.7,0.423,1.6,0.6,37,0.1,0.7,0.8,0.364,2.1,0.3,1,0.3,16,0,7.1,0.1,0.7,2.4,Eric Piatkowski,0,0.4,0.8,2008.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1502,1.4,0.397,3.5,0.2,0.289,0.6,3.9,31,0.2,1.5,1.5,0.382,4,0.7,0.738,1,81,15,22.8,0.5,2.3,4,Eric Snow,0.8,1.1,1.9,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1503,2,0.416,4.7,0,0.1,0.1,4.2,32,0.2,2,2,0.409,4.9,0.8,0.688,1.1,82,82,28.7,0.5,2.7,4.8,Eric Snow,0.9,1.4,2.4,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1504,1.6,0.422,3.9,0,0.0,0,4,33,0.2,1.9,1.6,0.417,4,0.9,0.637,1.4,82,45,23.5,0.4,2.3,4.2,Eric Snow,0.7,1.4,2.3,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1505,0.3,0.167,1.6,0,0.0,0.1,1.9,34,0.2,0.7,0.3,0.158,1.7,0.5,0.455,1,22,5,13.9,0.2,1.4,1,Eric Snow,0.5,0.5,0.9,2008.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1506,2.1,0.444,4.7,0.5,0.384,1.3,1.7,32,0.1,2.3,2.6,0.43,6,2,0.696,2.9,55,39,24,0.8,2.7,7.7,Eric Williams,0.7,1.1,3.1,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1507,0.9,0.421,2,0.2,0.278,0.6,0.5,33,0.1,1.4,1,0.387,2.7,1,0.737,1.4,28,11,12.6,0.4,2,3.3,Eric Williams,0.3,0.5,1.8,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1508,0.5,0.393,1.3,0.4,0.421,0.9,0.3,34,0,0.7,0.9,0.404,2.2,0.4,0.571,0.7,21,0,5.8,0.1,0.6,2.6,Eric Williams,0.1,0.3,0.8,2007.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1509,3.4,0.555,6.2,0,0.0,0.1,0.9,29,1.4,5.4,3.4,0.55,6.2,2.3,0.605,3.9,59,56,27.3,3.1,3.5,9.2,Erick Dampier,0.3,1.7,8.5,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,2.1,0.493,4.2,0,0.0,0,0.6,30,1.3,4.5,2.1,0.493,4.2,1.5,0.591,2.6,82,36,23.6,3.3,3.2,5.7,Erick Dampier,0.3,1.4,7.8,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,2.8,0.626,4.4,0,0.0,0,0.6,31,1.1,4.6,2.8,0.626,4.4,1.6,0.623,2.5,76,73,25.2,2.9,3.1,7.1,Erick Dampier,0.3,1.4,7.4,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,2.5,0.643,3.8,0,0.0,0,0.9,32,1.5,4.6,2.5,0.643,3.8,1.2,0.575,2,72,64,24.4,2.9,3.1,6.1,Erick Dampier,0.3,1.1,7.5,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,2.3,0.65,3.5,0,0.0,0,1,33,1.2,4.4,2.3,0.65,3.5,1.1,0.638,1.8,80,80,23,2.7,2.4,5.7,Erick Dampier,0.3,0.9,7.1,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,2.4,0.629,3.8,0,0.333,0.1,0.6,34,1.4,4.9,2.4,0.624,3.9,1.1,0.604,1.8,55,47,23.3,2.3,2.8,6,Erick Dampier,0.3,1.1,7.3,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,1,0.591,1.7,0,0.0,0,0.4,35,0.9,2.4,1,0.584,1.7,0.5,0.545,0.9,51,22,16,1,1.6,2.5,Erick Dampier,0.3,0.6,3.5,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,0.1,0.125,0.5,0,0.0,0,0.3,36,0.3,1,0.1,0.125,0.5,0,,0,15,0,5.5,0.7,0.6,0.1,Erick Dampier,0.1,0.2,1.7,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,1.5,0.421,3.6,0.3,0.253,1.3,1.9,31,0,1.5,1.8,0.375,4.9,0.8,0.813,1,62,5,16.4,0.2,1.7,4.9,Erick Strickland,0.5,1,1.7,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1518,0.2,0.313,0.8,0,0.5,0.1,0.2,22,0,0.5,0.3,0.333,0.9,0,,0,21,0,3.4,0.3,0.3,0.6,Erik Daniels,0.1,0.3,0.9,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1519,0.1,0.3,0.4,0,0.0,0.1,0.1,23,0.2,0.3,0.1,0.231,0.5,0,,0,24,0,2.6,0.1,0.3,0.3,Erik Murphy,0,0.1,0.3,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,1.3,0.395,3.3,0.8,0.365,2.2,0.7,19,0.3,2,2.1,0.383,5.5,1.1,0.787,1.3,66,14,14.7,0.9,2.2,6.1,Ersan Ilyasova,0.4,0.8,2.9,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1521,3,0.496,6,1,0.336,3,1,22,0.3,4.4,4,0.443,9,1.4,0.715,2,81,31,23.4,1.9,3.1,10.4,Ersan Ilyasova,0.7,0.9,6.4,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1522,3.1,0.479,6.4,0.6,0.298,2,0.9,23,0.4,4.3,3.7,0.436,8.5,1.6,0.894,1.7,60,34,25.1,1.8,2.7,9.5,Ersan Ilyasova,0.9,1.1,6.1,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1523,4.1,0.501,8.1,0.9,0.455,1.9,1.2,24,0.7,5.6,4.9,0.492,10,2.4,0.781,3.1,60,41,27.6,3.3,2.2,13,Ersan Ilyasova,0.7,1.3,8.8,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1524,3.8,0.469,8.1,1.3,0.444,2.9,1.6,25,0.5,5,5.1,0.462,11,1.7,0.796,2.2,73,54,27.6,2.1,2.5,13.2,Ersan Ilyasova,0.9,1,7.1,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1525,3.6,0.446,8.1,0.7,0.282,2.4,1.3,26,0.1,4.3,4.3,0.409,10.5,1.9,0.823,2.4,55,47,26.9,1.9,2.5,11.2,Ersan Ilyasova,0.8,1.1,6.2,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1526,0.6,0.509,1.2,0,1.0,0,0.1,37,0.3,1.5,0.6,0.519,1.2,0.3,0.64,0.5,46,23,8.9,0.9,1.9,1.6,Ervin Johnson,0.2,0.4,2.5,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,0.4,0.412,0.9,0,0.0,0,0.1,38,0.1,1.1,0.4,0.412,0.9,0.1,0.5,0.1,18,0,4.5,0.3,1.3,0.8,Ervin Johnson,0.1,0.3,1.3,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,0.6,0.43,1.4,0,0.0,0,0.1,22,0.2,1.5,0.6,0.425,1.4,0.6,0.623,0.9,57,3,8.7,1.1,1.9,1.8,Esteban Batista,0.3,0.7,2.5,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1529,0.6,0.5,1.2,0,0.0,0,0.3,23,0,1.8,0.6,0.5,1.2,0.3,0.571,0.5,13,0,6.2,0.5,1,1.5,Esteban Batista,0.2,0.3,2.3,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
