,2P,2P.1,2PA,3P,3P.1,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,STL,TOV,TRB,Year,Traded,Pos_C,Pos_C-PF,Pos_C-SF,Pos_F,Pos_G-F,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF
2200,5.8,0.454,12.8,2.1,0.381,5.4,5.8,26,0.2,3.5,7.9,0.432,18.3,3.9,0.834,4.6,82,82,40.8,1,2,21.7,Joe Johnson,1,2.7,4.5,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2201,6,0.468,12.7,1.9,0.36,5.2,5.8,27,0.2,3.6,7.8,0.437,18,3.8,0.826,4.6,79,79,39.5,0.8,2.2,21.4,Joe Johnson,1.1,2.5,4.4,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2202,6.7,0.488,13.6,1.7,0.369,4.6,4.9,28,0.1,3.7,8.4,0.458,18.2,2.9,0.818,3.5,76,76,38,1,1.9,21.3,Joe Johnson,1.1,1.9,4.6,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2203,5.9,0.494,12,1.2,0.297,4.2,4.7,29,0.1,3.2,7.1,0.443,16.1,2.7,0.802,3.4,72,72,35.5,0.8,1.8,18.2,Joe Johnson,0.7,2,4,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2204,5,0.489,10.2,2.1,0.388,5.4,3.9,30,0.2,2.8,7.1,0.454,15.5,2.6,0.849,3.1,60,60,35.5,0.9,1.3,18.8,Joe Johnson,0.8,1.9,3.7,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2205,4.1,0.452,9.1,2.1,0.375,5.5,3.5,31,0.2,2.3,6.2,0.423,14.6,1.8,0.82,2.2,72,72,36.7,0.7,1.4,16.3,Joe Johnson,0.7,1.7,3,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2206,3.8,0.489,7.8,2.1,0.401,5.1,2.7,32,0.1,2.8,5.8,0.454,12.9,2,0.815,2.5,79,79,32.6,0.6,1.6,15.8,Joe Johnson,0.6,1.5,3.4,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2207,4.3,0.515,8.4,0,0.0,0,0.9,29,0.5,4.9,4.3,0.514,8.4,2.4,0.768,3.1,74,73,30.6,2.4,3,11,Joe Smith,0.6,1.1,7.3,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2208,3.3,0.479,6.9,0,0.0,0,0.7,30,0.3,3.3,3.3,0.475,6.9,2,0.774,2.6,44,5,20.2,1.9,2.7,8.6,Joe Smith,0.5,0.9,5.2,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2209,3.3,0.453,7.3,0,0.0,0.1,0.8,31,0.4,4.3,3.3,0.449,7.3,1.9,0.845,2.3,65,11,23.1,1.8,2.3,8.5,Joe Smith,0.6,1.2,6.2,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2210,4.1,0.48,8.4,0,0.0,0,0.9,32,0.6,3.1,4.1,0.478,8.5,2,0.755,2.6,77,36,22.4,2.1,2.4,10.1,Joe Smith,0.4,0.9,5.2,2008.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2211,2.7,0.469,5.7,0.1,0.429,0.1,0.7,33,0.7,3.1,2.7,0.468,5.8,1,0.72,1.4,57,3,19.3,1.6,2.1,6.6,Joe Smith,0.3,0.4,4.6,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,1.2,0.409,2.9,0,0.143,0.1,0.3,34,0.3,1.4,1.2,0.399,3,0.6,0.813,0.8,64,1,9.3,1,1.5,3,Joe Smith,0.1,0.3,2.5,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2213,0.2,0.188,1,0,0.0,0,0.3,35,0.3,1.1,0.2,0.188,1,0.1,1,0.1,16,3,4.3,0.2,0.8,0.5,Joe Smith,0,0.3,1.3,2011.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2214,1.2,0.467,2.5,0,0.0,0,0.1,25,1.3,2.3,1.2,0.467,2.5,1.2,0.592,2,24,1,20.8,1.6,2.3,3.5,Joel Anthony,0.4,0.7,3.9,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2215,0.9,0.483,1.8,0,0.0,0,0.4,26,1.4,1.7,0.9,0.483,1.8,0.5,0.652,0.7,65,28,16.1,1.4,2.1,2.2,Joel Anthony,0.3,0.6,3,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,1,0.478,2,0,0.0,0,0.2,27,1.4,1.6,1,0.478,2,0.8,0.717,1.2,80,16,16.5,1.5,2,2.7,Joel Anthony,0.3,0.6,3.1,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,0.7,0.535,1.3,0,0.0,0,0.3,28,1.2,2.2,0.7,0.535,1.3,0.6,0.644,1,75,11,19.5,1.4,2.6,2,Joel Anthony,0.1,0.5,3.5,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,1.3,0.559,2.4,0,0.0,0,0.1,29,1.3,2.3,1.3,0.559,2.4,0.8,0.69,1.1,64,51,21.1,1.6,2,3.4,Joel Anthony,0.6,0.7,3.9,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,0.6,0.515,1.1,0,0.0,0,0.2,30,0.7,1.1,0.6,0.515,1.1,0.3,0.607,0.5,62,3,9.1,0.7,0.8,1.4,Joel Anthony,0.2,0.4,1.9,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,0.4,0.375,1,0,0.0,0,0.1,31,0.4,0.7,0.4,0.375,1,0.1,0.5,0.2,33,0,5.6,0.5,0.5,0.8,Joel Anthony,0.1,0.1,1.2,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,1.1,0.408,2.8,0,0.0,0,0.3,25,0.2,1.5,1.1,0.408,2.8,0.4,0.667,0.5,51,1,9.4,0.8,1.3,2.6,Joel Freeland,0.3,0.4,2.3,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2222,1.5,0.481,3.1,0,0.0,0,0.7,26,0.4,2.3,1.5,0.475,3.1,0.4,0.69,0.6,52,0,14,1.7,1.8,3.3,Joel Freeland,0.2,0.6,4,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,2.6,0.598,4.4,0,0.0,0,1,25,2.1,5.4,2.6,0.598,4.4,1.2,0.517,2.3,76,50,24.4,2.3,3.1,6.4,Joel Przybilla,0.3,1.3,7.7,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,2.3,0.548,4.3,0,0.0,0,0.8,26,2.3,4.4,2.3,0.548,4.3,1.5,0.532,2.8,56,52,24.9,2.6,2.7,6.1,Joel Przybilla,0.4,1.4,7,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,0.9,0.474,1.8,0,0.0,0,0.3,27,1.6,2.5,0.9,0.474,1.8,0.2,0.37,0.6,43,43,16.3,1.4,2.9,2,Joel Przybilla,0.2,0.9,3.9,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,1.9,0.578,3.2,0,0.0,0,0.4,28,1.2,5.9,1.9,0.576,3.2,1.1,0.68,1.6,77,67,23.6,2.5,3,4.8,Joel Przybilla,0.2,1.2,8.4,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,2,0.627,3.3,0,0.0,0,0.3,29,1.2,6.3,2,0.625,3.3,1.4,0.663,2.1,82,43,23.8,2.5,2.6,5.5,Joel Przybilla,0.4,1,8.7,2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,1.5,0.523,2.9,0,0.0,0,0.3,30,1.4,5.5,1.5,0.523,2.9,1.1,0.647,1.7,30,9,22.7,2.4,3.2,4.1,Joel Przybilla,0.3,1.3,7.9,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,0.7,0.568,1.2,0,0.0,0,0.4,31,0.4,3,0.7,0.568,1.2,0.4,0.519,0.8,36,9,14.4,1,2.2,1.8,Joel Przybilla,0.1,0.8,4,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0.8,0.458,1.8,0,0.0,0,0.2,32,0.6,4,0.8,0.458,1.8,0.4,0.611,0.7,27,19,16.6,1.1,2.4,2,Joel Przybilla,0.1,0.8,5.1,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,0.1,0.25,0.3,0,0.0,0,0.3,33,0.2,1.3,0.1,0.25,0.3,0,0,0.2,12,1,5.7,0.4,0.8,0.2,Joel Przybilla,0.1,0.3,1.8,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,0.3,0.5,0.7,0,0.0,0,0.3,25,0,0.3,0.3,0.5,0.7,0,,0,3,0,2,0,0,0.7,Joey Dorsey,0,0,0.3,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2233,0.6,0.45,1.3,0,0.0,0,0.1,26,0.1,1.8,0.6,0.45,1.3,0.3,0.417,0.8,15,0,7.1,1.1,1.4,1.5,Joey Dorsey,0.2,0.4,2.9,2010.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2234,1.2,0.525,2.3,0,0.0,0,0.6,27,0.4,2.6,1.2,0.525,2.3,0.7,0.477,1.5,43,9,12.1,1.8,1.8,3.1,Joey Dorsey,0.6,0.9,4.4,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,2.1,0.517,4.1,0.4,0.333,1.1,0.8,23,0.2,2.3,2.5,0.478,5.2,1.4,0.812,1.7,80,24,19.8,0.7,2.9,6.7,Joey Graham,0.5,1.2,3.1,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2236,2.3,0.513,4.5,0.1,0.29,0.4,0.6,24,0.1,2.4,2.4,0.495,4.9,1.4,0.84,1.7,79,21,16.7,0.7,2,6.4,Joey Graham,0.4,0.6,3.1,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2237,1.2,0.427,2.9,0.1,0.667,0.1,0.4,25,0,1.3,1.3,0.434,3,1,0.844,1.2,38,3,8.7,0.5,1.2,3.6,Joey Graham,0.1,0.6,1.8,2008.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2238,2.9,0.491,5.9,0,0.188,0.2,0.6,26,0.2,2.5,3,0.481,6.2,1.7,0.825,2.1,78,10,19.8,1.2,2.4,7.7,Joey Graham,0.4,0.9,3.7,2009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2239,1.6,0.545,3,0,0.154,0.2,0.3,27,0.1,1.3,1.7,0.52,3.2,0.9,0.74,1.2,63,18,12,0.6,1.7,4.2,Joey Graham,0.4,0.7,2,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2240,1.9,0.49,3.8,0.2,0.3,0.8,0.5,28,0.2,1.9,2.1,0.458,4.6,0.7,0.806,0.9,39,8,15,0.2,1.9,5.2,Joey Graham,0.2,0.7,2.2,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2241,2.3,0.51,4.4,0,0.0,0,0.2,20,0.8,2.8,2.3,0.51,4.4,0.7,0.627,1.1,68,41,18.9,1.6,3.1,5.2,Johan Petro,0.4,0.9,4.4,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,2.8,0.516,5.4,0,0.0,0,0.6,21,0.6,3,2.8,0.516,5.4,0.6,0.649,1,81,13,18.6,1.1,2.9,6.2,Johan Petro,0.5,1,4.1,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,2.6,0.42,6.1,0,0.0,0,0.4,22,0.6,3.8,2.6,0.419,6.1,0.9,0.736,1.2,72,28,18.2,1.4,2.4,6,Johan Petro,0.5,1,5.1,2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,1.5,0.42,3.6,0,0.0,0,0.3,23,0.3,2.4,1.5,0.415,3.6,0.3,0.552,0.6,49,22,11.4,0.9,2.2,3.3,Johan Petro,0.4,0.6,3.2,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,1.5,0.54,2.8,0,0.0,0,0.4,24,0.4,2.7,1.5,0.535,2.8,0.4,0.667,0.6,36,16,12.1,0.9,2.2,3.4,Johan Petro,0.3,0.6,3.6,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,1.7,0.451,3.7,0,0.0,0.1,0.6,25,0.4,1.9,1.7,0.445,3.8,0.2,0.536,0.4,77,1,11.6,0.8,2.3,3.5,Johan Petro,0.4,0.6,2.8,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,1.8,0.417,4.4,0,1.0,0,0.8,26,0.4,2.6,1.8,0.419,4.4,0.5,0.838,0.6,59,10,15.6,1.2,2.1,4.2,Johan Petro,0.4,0.6,3.8,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,1.5,0.443,3.4,0,0.25,0.1,0.5,27,0.3,2.5,1.5,0.436,3.5,0.4,0.917,0.4,31,8,11.4,1.1,1.5,3.5,Johan Petro,0.3,0.8,3.6,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,0.4,0.367,1.2,0,0.0,0,0.1,23,0.2,0.4,0.4,0.367,1.2,0.3,0.5,0.6,25,1,5.6,0.3,0.5,1.2,John Edwards,0.1,0.3,0.8,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,0.8,0.484,1.6,0,0.0,0,0.1,24,0.4,0.8,0.8,0.484,1.6,0.2,0.727,0.3,40,4,7.4,0.5,1.9,1.8,John Edwards,0.1,0.3,1.2,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,2.6,0.486,5.3,0,0.0,0,0.5,22,0.7,2.9,2.6,0.482,5.3,0.9,0.533,1.7,63,9,13.1,1.8,1.3,6,John Henson,0.3,0.7,4.7,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2252,4.9,0.539,9.1,0,0.0,0,1.6,23,1.7,4.7,4.9,0.538,9.1,1.3,0.514,2.5,70,23,26.5,2.4,2.6,11.1,John Henson,0.6,1.6,7.1,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2253,1.3,0.5,2.6,0.9,0.384,2.3,0.9,21,0.2,1.3,2.1,0.446,4.8,1,0.843,1.1,61,2,14.8,0.3,0.6,6.1,John Jenkins,0.2,0.7,1.5,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2254,0.9,0.5,1.8,0.3,0.222,1.4,0.8,22,0.1,1.5,1.2,0.381,3.2,0.3,1,0.3,13,0,12.2,0.2,0.8,3.1,John Jenkins,0.1,0.8,1.7,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2255,0.9,0.444,2.1,0.2,0.222,0.7,0.9,23,0,0.2,1.1,0.389,2.8,0,,0,13,0,8.2,0.2,0.5,2.3,John Lucas,0.4,0.5,0.4,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2256,1,0.485,2.1,0.3,0.254,1.3,0.7,24,0,0.6,1.3,0.397,3.3,0.3,0.789,0.4,47,0,8.1,0.2,0.8,3.3,John Lucas,0.4,0.3,0.8,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2257,0.5,0.5,1,0,0.0,0.5,0.5,28,0,0,0.5,0.333,1.5,0,0,1,2,0,5,0,0,1,John Lucas,0,0,0,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2258,1.8,0.404,4.4,1.1,0.393,2.9,2.2,29,0,1.1,2.9,0.399,7.3,0.6,0.875,0.7,49,2,14.8,0.4,0.9,7.5,John Lucas,0.4,0.9,1.6,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2259,1.1,0.393,2.9,0.9,0.377,2.4,1.7,30,0,0.9,2,0.386,5.3,0.3,0.72,0.4,63,0,13.1,0.1,0.8,5.3,John Lucas,0.4,0.4,1,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2260,0.9,0.349,2.5,0.6,0.298,2,1,31,0,0.6,1.5,0.326,4.5,0.2,0.625,0.4,42,6,14.1,0.3,1,3.8,John Lucas,0.3,0.5,0.9,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2261,0.9,0.454,2.1,0.5,0.341,1.6,2,25,0.2,1.9,1.5,0.405,3.6,0.6,0.729,0.8,58,8,17.1,0.2,1.6,4.1,John Salmons,0.7,0.9,2.1,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2262,2.4,0.445,5.3,0.3,0.299,1.1,2.7,26,0.2,2.1,2.7,0.42,6.4,1.9,0.775,2.4,82,24,25.1,0.6,2.2,7.5,John Salmons,0.9,1.5,2.7,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2263,2.5,0.484,5.1,0.5,0.357,1.4,3.2,27,0.3,2.7,3,0.456,6.5,2,0.779,2.6,79,19,27,0.6,2.2,8.5,John Salmons,0.9,1.5,3.3,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2264,4.2,0.504,8.4,0.5,0.325,1.5,2.6,28,0.4,3.4,4.7,0.477,9.9,2.6,0.823,3.2,81,41,31.1,0.9,2.1,12.5,John Salmons,1.1,2.1,4.3,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2265,4.9,0.493,10,1.6,0.417,3.8,3.2,29,0.3,3.5,6.5,0.472,13.8,3.6,0.83,4.4,79,74,37.5,0.7,2.3,18.3,John Salmons,1.1,2.1,4.2,2009.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2266,3.9,0.468,8.4,1.5,0.382,3.8,2.8,30,0.3,2.9,5.4,0.441,12.2,3.1,0.83,3.8,81,56,34.9,0.4,2,15.4,John Salmons,1.2,1.5,3.3,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2267,4,0.427,9.3,1.1,0.379,3,3.5,31,0.4,3.3,5.1,0.415,12.3,2.7,0.813,3.3,73,70,35,0.4,2.2,14,John Salmons,1,1.9,3.6,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2268,2.3,0.464,5.1,0.7,0.295,2.4,2,32,0.2,2.5,3.1,0.409,7.5,0.6,0.644,1,46,32,27.2,0.4,1.7,7.5,John Salmons,0.8,1,2.9,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2269,1.9,0.42,4.5,1.3,0.371,3.5,3,33,0.3,2.3,3.2,0.399,8.1,1.1,0.773,1.4,76,72,30,0.4,1.9,8.8,John Salmons,0.7,1.1,2.7,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2270,1.1,0.348,3.2,0.8,0.387,2.1,1.9,34,0.2,1.8,1.9,0.363,5.3,0.5,0.769,0.7,78,8,22.1,0.3,1.6,5.2,John Salmons,0.6,0.7,2.1,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2271,1,0.488,2,0,0.0,0,0.4,29,0.3,1.3,1,0.488,2,0.6,0.587,1,44,8,11.8,0.9,1.9,2.5,John Thomas,0.3,0.4,2.2,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,0.4,0.4,0.9,0,0.0,0,0.1,30,0.1,0.6,0.4,0.4,0.9,0.2,0.75,0.3,16,0,7.9,0.6,1.1,0.9,John Thomas,0.2,0.5,1.3,2006.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,5.3,0.425,12.4,0.5,0.296,1.7,8.3,20,0.5,4.1,5.8,0.409,14.1,4.4,0.766,5.7,69,64,37.8,0.5,2.5,16.4,John Wall,1.8,3.8,4.6,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2274,5.7,0.44,12.9,0,0.071,0.6,8,21,0.9,3.8,5.7,0.423,13.5,4.8,0.789,6.1,66,66,36.2,0.7,2.1,16.3,John Wall,1.4,3.9,4.5,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2275,6.4,0.452,14.1,0.2,0.267,0.9,7.6,22,0.8,3.3,6.6,0.441,15,5,0.804,6.2,49,42,32.7,0.7,2.4,18.5,John Wall,1.3,3.2,4,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2276,5.7,0.458,12.5,1.3,0.351,3.8,8.8,23,0.5,3.6,7.1,0.433,16.3,3.9,0.805,4.8,82,82,36.3,0.5,2.7,19.3,John Wall,1.8,3.6,4.1,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2277,1.3,0.443,2.9,1,0.43,2.4,2.4,35,0.1,1.9,2.3,0.438,5.3,0.9,0.873,1,69,2,21.8,0.4,1.4,6.6,Jon Barry,0.9,1,2.3,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2278,0.7,0.394,1.7,0.6,0.375,1.6,1.3,36,0.1,1.5,1.3,0.385,3.3,1.2,0.828,1.5,20,0,17.1,0.1,1.3,4.3,Jon Barry,0.7,1.1,1.6,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2279,1.1,0.534,2,0,0.0,0,0.4,22,0.1,2.1,1.1,0.534,2,0.7,0.597,1.2,52,4,12.6,2,2.2,2.8,Jon Brockman,0.3,0.4,4.1,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2280,0.8,0.511,1.5,0,0.0,0,0.3,23,0,1.7,0.8,0.511,1.5,0.6,0.678,0.9,63,6,10.7,1.2,1.9,2.2,Jon Brockman,0.2,0.4,2.9,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,0.4,0.341,1.3,0,0.0,0,0.3,24,0,1.2,0.4,0.333,1.3,0.2,0.467,0.4,35,0,6.8,0.9,0.9,1.1,Jon Brockman,0.1,0.3,2.1,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2282,2,0.516,4,0.1,0.333,0.2,0.5,22,0.4,1.6,2.1,0.508,4.2,0.5,0.75,0.6,46,12,12.1,1,1.5,4.7,Jon Leuer,0.3,0.4,2.6,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2283,0.9,0.51,1.8,0,0.0,0.1,0.3,23,0,0.9,0.9,0.481,1.9,0.2,0.462,0.5,28,0,6.7,0.5,0.8,2,Jon Leuer,0.2,0.3,1.3,2013.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2284,2,0.497,4,0.5,0.469,1,0.4,24,0.3,2.5,2.5,0.492,5,0.8,0.787,1,49,0,13.1,0.8,1.3,6.2,Jon Leuer,0.4,0.6,3.2,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2285,3.2,0.52,6.1,0.5,0.313,1.4,0.7,22,0.4,3.6,3.6,0.481,7.5,1.6,0.71,2.2,80,73,27.9,2.4,2.9,9.3,Jonas Jerebko,1,1,6,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2286,2.8,0.519,5.4,0.5,0.302,1.7,0.7,24,0.3,3.3,3.3,0.468,7.1,1.6,0.806,1.9,64,13,22.9,1.5,2.5,8.7,Jonas Jerebko,0.6,1,4.8,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2287,2.4,0.502,4.8,0.5,0.301,1.7,0.9,25,0.2,2.4,2.9,0.449,6.4,1.4,0.773,1.8,49,2,18.2,1.4,1.8,7.7,Jonas Jerebko,0.8,0.9,3.8,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2288,1,0.5,2.1,0.5,0.419,1.2,0.6,26,0.1,1.9,1.5,0.471,3.3,0.7,0.729,0.9,64,0,11.6,0.8,1.3,4.2,Jonas Jerebko,0.3,0.7,2.7,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2289,3.3,0.557,5.9,0,0.0,0,0.7,20,1.3,4,3.3,0.557,5.9,2.4,0.789,3,62,57,23.9,2,3,8.9,Jonas Valanciunas,0.3,1.5,6,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,4.4,0.532,8.3,0,0.0,0,0.7,21,0.9,6,4.4,0.531,8.3,2.4,0.762,3.2,81,81,28.2,2.8,3.1,11.3,Jonas Valanciunas,0.3,1.7,8.8,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,2.1,0.429,5,0.1,0.2,0.7,0.6,24,0.3,1.3,2.3,0.4,5.7,0.4,0.5,0.9,7,0,13.3,0.7,1.3,5.1,Jonathan Bender,0.1,1.4,2,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2292,2,0.8,2.5,0,0.0,0,1,25,0.5,2,2,0.8,2.5,1,1,1,2,0,10.5,0,1,5,Jonathan Bender,0,0,2,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2293,1,0.426,2.4,0.6,0.359,1.6,0.6,29,0.7,1.5,1.6,0.4,4,1,0.923,1,25,1,11.7,0.6,1.3,4.7,Jonathan Bender,0.1,1.1,2.1,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2294,4,0.434,9.1,1,0.358,2.7,4.4,20,0,2.1,4.9,0.417,11.8,2.8,0.826,3.3,81,81,28.9,0.3,1.2,13.5,Jonny Flynn,1,2.9,2.4,2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2295,1.5,0.393,3.7,0.6,0.31,1.9,3.4,21,0.1,1.2,2,0.365,5.6,0.6,0.762,0.8,53,8,18.5,0.2,1.1,5.3,Jonny Flynn,0.6,2.1,1.5,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2296,1.2,0.371,3.3,0.3,0.294,1.2,3.3,22,0.1,1.1,1.6,0.351,4.5,1,0.744,1.3,29,1,14.3,0.3,0.8,4.5,Jonny Flynn,0.2,1.2,1.3,2012.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2297,3.8,0.427,8.9,0.8,0.258,3,2.8,22,0.1,1.8,4.6,0.384,11.9,1.7,0.869,2,42,18,24.5,0.7,1.5,11.7,Jordan Crawford,0.9,2,2.5,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
